cluster_id	sequence_id	start	end	tax_id	database	merged	length	pul_length_sum	percentage_in_puls	blast_status	domain	phylum	class	order	family	genus	species
PUL0216_PUL0445	AB011415	1	14738	28214	dbcan	merged	14852	14737	99.22569350929167	false							
PUL0224_PUL0114	CP001348	1502003	1537237	1521	dbcan	merged	4068724	94353	2.3189825606258867	false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum
PUL0234_31420_PULpy_PUL14	CU207366	3621545	3637631	411153	dbcan_puldb_PULpy	merged	3798465	61450	1.617758752548727	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia forsetii
PUL0262_PULpy_PUL78	CP012801	5567610	5602812	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0319_PUL0314	FP476056	3465709	3478173	63186	dbcan	merged	5521712	929780	16.838618167698712	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
PUL0342_PULpy_PUL20	NC_014033	3346598	3397221	839	dbcan_PULpy	merged	3619559	12835	0.3546012097053812	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella ruminicola
PUL0385_PUL0040	CP001348	838275	864108	1521	dbcan	merged	4068724	94353	2.3189825606258867	false	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium cellulolyticum
PUL0392_PULpy_PUL73	FP929033	5671246	5693505	371601	dbcan_PULpy	merged	5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PUL0394_PUL0632	NZ_ACFY01000156	29140	36513	360807	dbcan	merged	7858	7372	93.81522015780097	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
PUL0456_1_PULpy_PUL13	CP091800	811569	821745	77095	dbcan_PULpy	merged	1144609	24154	2.1102402654530934	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bryantii
PUL0532_PULpy_PUL5	CP012801	925123	954278	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0533_PULpy_PUL6	CP012801	970841	992635	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0534_PULpy_PUL12	CP012801	1395119	1415148	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0535_PULpy_PUL17	CP012801	1905313	1943530	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0536_PULpy_PUL19	CP012801	2024923	2035361	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0537_PULpy_PUL24	CP012801	2262180	2278234	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0538_PULpy_PUL27	CP012801	2388865	2412814	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0540_PULpy_PUL37	CP012801	2988996	3000925	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0541_PULpy_PUL38	CP012801	3093489	3121716	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0543_PULpy_PUL39	CP012801	3131879	3145280	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0547_PULpy_PUL51	CP012801	3873827	3892680	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0548_PULpy_PUL52	CP012801	3934555	3947059	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0552_PULpy_PUL85	CP012801	6309775	6324625	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0553_PULpy_PUL45	FP929033	3588797	3632016	371601	dbcan_PULpy	merged	5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PUL0554_PULpy_PUL86	CP012801	6804983	6817567	246787	dbcan_PULpy	merged	7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0585_PUL0186	CP000410	274549	281092	1313	dbcan	merged	2046116	13992	0.6838321971970308	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0607_PULpy_PUL8	NZ_CP014224	1677698	1717015	1790137	dbcan_PULpy	merged	3427057	109007	3.180775808514419	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica
PUL0610_PULpy_PUL2	CP001807	1220087	1251526	29549	dbcan_PULpy	merged	3261604	31439	0.9639122345937765	false	Bacteria	Bacteroidota_A	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
PUL0612_PULpy_PUL1	RHLF01000001	1252462	1269410	192149	dbcan_PULpy	merged	1487548	16948	1.139324579778266	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flagellimonas_A	Flagellimonas_A sp003712125
PUL0613_PULpy_PUL3	JABKKG010000003	315037	327406	2736291	dbcan_PULpy	merged	491845	12369	2.514816659720034	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis
PUL0614_PULpy_PUL1	JABKKG010000004	10910	19195	2736291	dbcan_PULpy	merged	403616	19594	4.854614286846904	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis
PUL0615_PULpy_PUL4	JABKKG010000004	347323	358632	2736291	dbcan_PULpy	merged	403616	19594	4.854614286846904	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis
PUL0616_PULpy_PUL1	JABKKG010000005	52557	72877	2736291	dbcan_PULpy	merged	319247	45418	14.226601972767167	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis
PUL0617_PULpy_PUL2	JABKKG010000005	106573	145798	2736291	dbcan_PULpy	merged	319247	45418	14.226601972767167	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis
PUL0618_PULpy_PUL3	JABKKG010000006	163785	179147	2736291	dbcan_PULpy	merged	217139	15362	7.074730932720516	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intestinalis
PUL0621_PULpy_PUL1	JABKKE010000002	129359	150740	2736291	dbcan_PULpy	merged	253660	21381	8.428999448080107	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella rodentium
PUL0623_PULpy_PUL1	JABKKF010000001	275500	307246	2736291	dbcan_PULpy	merged	586828	61158	10.421793097807194	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella muris
PUL0624_PULpy_PUL2	JABKKF010000001	437271	467310	2736291	dbcan_PULpy	merged	586828	61158	10.421793097807194	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella muris
PUL0648_PULpy_PUL3_PULpy_PUL4	NZ_GL892007	234463	309097	163665	dbcan_PULpy_PULpy	merged	404348	74634	18.457863028876115	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas mossii
PUL0664_PULpy_PUL2	NZ_DS990119	268931	333965	310297	dbcan_PULpy	merged	571288	28954	5.068196776406996	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
PUL0680_PULpy_PUL10	CP065889	543730	577203	820	dbcan_PULpy	merged	487318	33473	6.868820770010547	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PUL0698_PULpy_PUL4	NZ_JQNJ01000001	479375	519385	111500	dbcan_PULpy	merged	4424696	40010	0.904242912959444	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	Flagellimonas sp000745185
PUL0700_PULpy_PUL21	NC_016610	2445130	2461032	203275	dbcan_PULpy	merged	3405521	33250	0.9763557470354757	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
PUL0703_PULpy_PUL8	NZ_CP098511	2147167	2215680	2949996	dbcan_PULpy	merged	4431522	68513	1.5460376818618975	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp026222555
PUL0704_PULpy_PUL4_PULpy_PUL5	JPOL01000002	485437	525817	1392488	dbcan_PULpy_PULpy	merged	3672893	73433	1.999323149353929	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella sp000733945
PUL0705_PULpy_PUL6	JPOL01000002	858730	891783	1392488	dbcan_PULpy	merged	3672893	73433	1.999323149353929	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella sp000733945
PUL0715_PULpy_PUL16	NZ_CP014224	2761835	2778420	1790137	dbcan_PULpy	merged	3427057	109007	3.180775808514419	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica
PUL0716_PULpy_PUL4	JAPFGC010000002	2829899	2854950	2708110	dbcan_PULpy	merged	3065842	25051	0.8171001636744489	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	Mesoflavibacter profundi
PUL0718_PULpy_PUL76	NZ_CP113514	6031188	6049179	28116	dbcan_PULpy	merged	6743055	17991	0.26680784896460136	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PUL0722_PULpy_PUL8	NZ_CP074436	2331852	2376746	2806551	dbcan_PULpy	merged	4423854	44894	1.0148164925876848	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp016858305
PUL0731_PULpy_PUL7_PULpy_PUL8	NZ_KI912107	951732	990598	982	dbcan_PULpy_PULpy	merged	5926711	38866	0.6557768718602949	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	Saccharicrinis fermentans
PUL0732_PULpy_PUL21	NZ_CP009976	4522759	4558624	76594	dbcan_PULpy	merged	4635105	28708	0.6193602949663491	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga baltica
PUL0734_PULpy_PUL11	CP002534	1997203	2029289	979	dbcan_PULpy	merged	3765936	32086	0.8520059820453667	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica
PUL0736_PULpy_PUL4	NZ_GL882595	202523	218248	626929	dbcan_PULpy	merged	483280	15725	3.2538073166694255	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
PUL0737_PULpy_PUL1	NZ_VISB01000001	216319	247401	1250050	dbcan_PULpy	merged	4347041	183411	4.219214863627926	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sedimenticola
PUL0738_PULpy_PUL10_PULpy_PUL11	NZ_VISB01000001	3238797	3314997	1250050	dbcan_PULpy_PULpy	merged	4347041	183411	4.219214863627926	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sedimenticola
PUL0739_PULpy_PUL13_PULpy_PUL14	NZ_VISB01000001	3898483	3974612	1250050	dbcan_PULpy_PULpy	merged	4347041	183411	4.219214863627926	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sedimenticola
PUL0756_PULpy_PUL3	NZ_JH815203	384150	410513	742726	dbcan_PULpy	merged	1217791	26363	2.1648213856072185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
PUL0758_PULpy_PUL5	NZ_JH815204	771118	779371	742726	dbcan_PULpy	merged	979427	20908	2.134717544033399	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis
PUL0760_PULpy_PUL6	NZ_CP102288	546421	560634	537011	dbcan_PULpy	merged	3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0762_PULpy_PUL15	NZ_CP102288	3278053	3299246	537011	dbcan_PULpy	merged	3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0765_PULpy_PUL1	NZ_CP102288	24235	42294	537011	dbcan_PULpy	merged	3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0766_PULpy_PUL8	NZ_CP102288	2366674	2377238	537011	dbcan_PULpy	merged	3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0768_PULpy_PUL13	NZ_CP102288	3094181	3109415	537011	dbcan_PULpy	merged	3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0769_PULpy_PUL9	NZ_CP102288	2453316	2491227	537011	dbcan_PULpy	merged	3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PUL0793_PULpy_PUL1	NZ_ABJL02000006	46951	77011	329854	dbcan_PULpy	merged	574965	30060	5.228144321828285	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
PUL0794_PULpy_PUL7	ABJL02000008	835017	876949	329854	dbcan_PULpy	merged	3472993	104417	3.0065421957372216	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
PUL0795_4083_PULpy_PUL4	CP000685	850019	874685	986	dbcan_puldb_PULpy	merged	6096872	658150	10.794879735051023	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
PULpy_PUL1	CU207366	7743	18255	411153	PULpy	merged	3798465	61450	1.617758752548727	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia forsetii
PULpy_PUL1	NC_013132	3910	8839	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL1	NZ_NFHS01000001	54204	73711	820	PULpy	merged	814155	34123	4.191216660218263	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PULpy_PUL1	AP006841	296774	303715	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL1	CP019300	489756	494628	28131	PULpy	merged	1965935	7415	0.37717421990045447	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intermedia
PULpy_PUL1	NZ_KB905472	1	9100	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL10	CU207366	2870683	2875200	411153	PULpy	merged	3798465	61450	1.617758752548727	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia forsetii
PULpy_PUL10	NC_013132	543042	552465	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL10	AP006841	776176	780965	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL10	NZ_KB905472	2687308	2693885	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL11	NC_013132	688888	693408	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL11	NZ_KB905472	2857763	2862839	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL11_PULpy_PUL12	CU207366	2947635	2952425	411153	PULpy	merged	3798465	61450	1.617758752548727	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia forsetii
PULpy_PUL11_PULpy_PUL12	CU207366	2947635	2952425	411153	PULpy	merged	3798465	61450	1.617758752548727	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia forsetii
PULpy_PUL11_PULpy_PUL12	CU207366	2947635	2952425	411153	PULpy	merged	3798465	61450	1.617758752548727	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia forsetii
PULpy_PUL11_PULpy_PUL12	CR626927	715846	720413		PULpy	merged	5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL11_PULpy_PUL12	CR626927	715846	720413		PULpy	merged	5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL11_PULpy_PUL12	CR626927	715846	720413		PULpy	merged	5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL11_PULpy_PUL12	AP006841	783212	787563	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL11_PULpy_PUL12	AP006841	783212	787563	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL11_PULpy_PUL12	AP006841	783212	787563	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL12	NC_013132	768636	777840	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL12	NZ_KB905472	2896393	2903960	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL12_PUL0761	NZ_CP102288	3009273	3034875	165179	PULpy_dbcan	merged	3325514	211696	6.3658129239570185	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
PULpy_PUL13	CU207366	2953045	2963767	411153	PULpy	merged	3798465	61450	1.617758752548727	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia forsetii
PULpy_PUL13	NC_013132	1156827	1173860	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL13	AP006841	788104	792457	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL13	NZ_KB905472	2904539	2911107	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL14	NC_013132	1315207	1320131	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL14	AP006841	860651	877618	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL14	NZ_KB905472	2964790	2974154	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL15	CU207366	3764539	3769306	411153	PULpy	merged	3798465	61450	1.617758752548727	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia forsetii
PULpy_PUL15	NC_013132	1615332	1621911	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL15	AP006841	889887	903835	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL15	NZ_KB905472	2990199	2997103	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL15_24478	CP016359	2542224	2583034		PULpy_puldb	merged	4007868	294672	7.352337951249892	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia flava
PULpy_PUL15_PUL0179	JH724241	772927	798381	28116	PULpy_dbcan	merged	3664698	20794	0.5674137405046746	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL16	NC_013132	1783570	1803454	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL16	AP006841	982338	1007192	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL16	NZ_KB905472	3002073	3012691	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL16_PUL0408	CR626927	921576	949034	817	PULpy_dbcan	merged	5205140	17589	0.3379159830475261	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL17	NC_013132	1835420	1840048	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL17	AP006841	1045364	1061175	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PULpy_PUL17	NZ_KB905472	3073572	3087012	204516	PULpy	merged	3116102	25488	0.8179449838291558	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
PULpy_PUL17_279_280_346_281_PUL0419_PUL0527_PUL0063	LT622246	1044953	1116403	28116	PULpy_puldb_dbcan_dbcan_dbcan	merged	6472384	158887	2.4548450771771266	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PULpy_PUL17_PUL0748	NZ_CP028092	2620135	2654379	2571030	PULpy_dbcan	merged	5256878	29716	0.5652784789755441	false	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter sp005491705
PULpy_PUL18	NC_013132	1893162	1897788	79329	PULpy	merged	9127347	175952	1.9277452692441737	false	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
PULpy_PUL18	AP006841	1113668	1145506	817	PULpy	merged	5277274	28996	0.5494503412178333	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
